,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,Month,Day,Year,total_outliers
2733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2745,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,17
2746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2750,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,17
2751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2769,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,17
2772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2785,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,17
2786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2795,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,15
2797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2799,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2801,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
2802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2803,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,9
2804,-1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,5
2805,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,11
2806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2810,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,17
2811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2812,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,15
2813,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,13
2814,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,11
2815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2816,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,15
2817,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,11
2818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,17
2826,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
2827,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,15
2828,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,11
2829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2840,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2845,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2850,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2860,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2867,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2869,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,17
2889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,17
2890,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,15
2891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,17
2892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3856,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
3857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3860,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3867,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3869,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3912,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3921,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3926,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
3927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3929,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3930,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3941,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
3943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3962,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
3964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3970,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
3977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
